Arquivo de Áudio,Transcrição
audio_4682.wav,[Erro] Não foi possível transcrever o áudio
audio_4683.wav,eu sou daqueles que acredito na máxima do meu querido amigo fre
audio_4684.wav,tive que trabalhar desde muito
audio_4685.wav,tem inteligência não mete fogo para baixo e que se exploda do mundo
audio_4686.wav,para 2024 mas nesse momento eu tô focado
audio_4687.wav,o líder do PMDB ao sair à Rua seria ova
audio_4688.wav,mas chorando copiosamente Onde é que estão
audio_4689.wav,extremamente os elegante não porque eu não falei isso
audio_469.wav,trator como
audio_4690.wav,faltava um dia para a gente ir embora eu falei minha gente a
audio_4691.wav,[Erro] Não foi possível transcrever o áudio
audio_4693.wav,mas para os juízes
audio_4694.wav,compro um rápido intervalo agora
audio_4695.wav,que nós temos um ganho nessa área realmente suja
audio_4696.wav,a medida
audio_4697.wav,faz sem ter a caneta na mão para que se
audio_4698.wav,ligação por parte de Alguns produtores e
audio_4699.wav,para a gente virar voto e no dia 30 de outubro
audio_47.wav,e essa frente que chegou até aqui
audio_470.wav,chikungunya mosquito
audio_4700.wav,sempre fui muito criticada por exclusivo mas esses movimentos aí eu mal
audio_4701.wav,uma auditoria nessa dívida externa brasileira
audio_4702.wav,de atuação
audio_4703.wav,depois você
audio_4705.wav,300 por aí E é o salário
audio_4706.wav,[Erro] Não foi possível transcrever o áudio
audio_4707.wav,armandito Eres Tu que animais poderia ser
audio_4708.wav,era um dos orgulhos dos últimos anos
audio_4710.wav,que não acontece isso eu tô dizendo para você que
audio_4711.wav,entretanto o que que nós temos que fazer educar Edu
audio_4712.wav,válido as eleições de qualquer forma estarão sobre
audio_4713.wav,que já debatia a necessidade das Crianças brasileiras permanecerem mais tempo
audio_4714.wav,para ser deputado
audio_4715.wav,isso eu lá na Costa Rica já tinha
audio_4716.wav,[Erro] Não foi possível transcrever o áudio
audio_4717.wav,ninguém poderá ser declarado culpado né ser uma
audio_4718.wav,vem inventar essa piada por falta
audio_4719.wav,previsão para retomar aquele assunto que não foi terminado
audio_472.wav,tá falando eu te interrompi Me perdoe mas você
audio_4720.wav,atendimento de pequenas
audio_4721.wav,ela puxava ela pegava
audio_4722.wav,povo em assumir a responsabilidade de chamar para
audio_4724.wav,E aí eu
audio_4725.wav,[Erro] Não foi possível transcrever o áudio
audio_4726.wav,eu vou te dar uma informação vocês abandonaram o candidato de vocês
audio_4727.wav,é possível acabar veja
audio_4728.wav,ao modo de eleição parlamentar que é um modo
audio_4729.wav,[Erro] Não foi possível transcrever o áudio
audio_473.wav,candidatura Liberal que diga que é um
audio_4730.wav,é esquema logo
audio_4731.wav,Qual a realização que o
audio_4732.wav,eu fiz há 50 anos atrás mas o seu concordo aqui hoje ela sabe muito pouco
audio_4734.wav,220 ou 430 representantes direto e indireto do poder
audio_4735.wav,você que tá assistindo Roda Viva em casa
audio_4736.wav,pública Dr Enéas carne
audio_4737.wav,por que está no que chegou
audio_4738.wav,vendo uma pescaria eu e ele aí ele ligou do nada tá
audio_4739.wav,de representações da sociedade que não tinham voz
audio_474.wav,a senhora já defendeu o perdão judicial
audio_4740.wav,[Erro] Não foi possível transcrever o áudio
audio_4741.wav,eu chegava na porta de uma fábrica e fui
audio_4743.wav,mas essa ordem Muita confusão não
audio_4745.wav,das Universidades revelam que
audio_4746.wav,mas perdeu viu eu fui porque eu perdi o voo paguei
audio_4747.wav,Mia pensei não existe passei o melhor do que ir para um barco
audio_4748.wav,grupos sociais greves e corrupção
audio_4749.wav,fez um show na Europa para 15 mil pessoas hoje a pessoa busca
audio_475.wav,de que forma
audio_4750.wav,Com certeza eu já
audio_4751.wav,foi no
audio_4752.wav,[Erro] Não foi possível transcrever o áudio
audio_4753.wav,[Erro] Não foi possível transcrever o áudio
audio_4754.wav,[Erro] Não foi possível transcrever o áudio
audio_4755.wav,manha a estrutura de campanha do Zema e a estrutura
audio_4756.wav,da senhora fala da reforma trabalhista como sendo contra
audio_4757.wav,[Erro] Não foi possível transcrever o áudio
audio_4758.wav,evangélica
audio_4759.wav,Então tudo se concentrar nele ou no momento
audio_476.wav,com seu nome é Como Getúlio passa pela história tudo no cinema
audio_4760.wav,melhor do que o que eu vivo hoje
audio_4762.wav,para desnacionalizar
audio_4763.wav,assunto mais ou menos foi
audio_4764.wav,uma véspera de eleições tá Outra coisa quando você bota
audio_4765.wav,Chuck Beatles Chuck
audio_4766.wav,jogar meu celular no máximo 60 anos ir para uma aldeia
audio_4767.wav,olha Galhardo primeiro nós
audio_4768.wav,Revista Manchete
audio_4769.wav,se não melhora de jeito nenhum
audio_4770.wav,entre eu tô de blusa é um prazer Kel
audio_4771.wav,nenhum de ser feitas ainda nessas quatro semanas que nos separam do segundo
audio_4772.wav,[Erro] Não foi possível transcrever o áudio
audio_4773.wav,já ameaçou a noivo aí
audio_4774.wav,troca uma escola de palha por uma escola
audio_4775.wav,Geral da República por crime de
audio_4776.wav,colocou contra desde o início barelli participou da argumentação
audio_4777.wav,principais nos lucros como é que isso você se compatibiliza
audio_4778.wav,quer uma de suas Bandeiras
audio_4779.wav,o passaporte de emergência
audio_478.wav,uma stipe Espiritual do meu pai
audio_4780.wav,caminho eu tenho se não participar das eleições entregar
audio_4781.wav,contribuído para o Brasil ser um país mais justo vamos começar então
audio_4782.wav,a mo
audio_4783.wav,agrediu batendo nela porque eu era comunista
audio_4784.wav,[Erro] Não foi possível transcrever o áudio
audio_4785.wav,no momento da campanha
audio_4786.wav,investindo de um lado
audio_4788.wav,auxílio gás reduziu o preço de combustível e a campanha
audio_4789.wav,todos entenderam não tinha mas
audio_479.wav,[Erro] Não foi possível transcrever o áudio
audio_4790.wav,acompanhar melhor Brasília principalmente
audio_4791.wav,das afirmações
audio_4793.wav,[Erro] Não foi possível transcrever o áudio
audio_4794.wav,[Erro] Não foi possível transcrever o áudio
audio_4795.wav,[Erro] Não foi possível transcrever o áudio
audio_4796.wav,[Erro] Não foi possível transcrever o áudio
audio_4797.wav,pacto com o demônio é onde você mora
audio_4798.wav,no dia 2 de outubro o povo vai te mandar para casa
audio_4799.wav,o
audio_48.wav,não tive
audio_480.wav,pelo voto infelizmente só uma guerra civil tem de fazer o que o regime não fez fechar o
audio_4800.wav,hoje em dia
audio_4801.wav,eu não tenho nenhum interesse
audio_4802.wav,real mito Ok é meu direito como cidadão como pessoa
audio_4803.wav,porque o PV
audio_4804.wav,filho moradia nem auxílio paletó nem a
audio_4805.wav,circulam pessoas que produ
audio_4806.wav,7 de uma vez
audio_4807.wav,comer um pouco
audio_4808.wav,segunda questão Big não vamos falar só de
audio_4809.wav,Por que não abrir essa contabilidade
audio_481.wav,Unidade dos que defendem os
audio_4810.wav,fez isso não pode nem de abrir a minha bunda eu entendi
audio_4811.wav,Conclusão o que é democracia não era apenas um meio para
audio_4812.wav,do vínculo
audio_4813.wav,[Erro] Não foi possível transcrever o áudio
audio_4814.wav,pegadinha tinha um dos objetivos de Hitler era desconstruir a esquerda e
audio_4815.wav,Brasil isso seria uma classe média
audio_4816.wav,Padre Kelson
audio_4817.wav,aquela casa muitos anos do que você tem medo
audio_4818.wav,Boa tarde
audio_4819.wav,Isa e faz farinha capilarizar a cam
audio_482.wav,aprove
audio_4821.wav,todos os estilos sempre que a campainha tocar e vão
audio_4822.wav,no seu Tom você foi
audio_4823.wav,as eleições
audio_4824.wav,o lenildo le
audio_4825.wav,30% de re
audio_4826.wav,as eleições diretas para presidente
audio_4827.wav,visitar sua família é menina louca para ir para um parente meu que do nada olha
audio_4828.wav,a senhora acha que mulher a senhora acha a senhora acha que
audio_4829.wav,eu vou concluir a cena uma carta
audio_483.wav,o direto ou indireto e de que não é apenas o Congresso Nacional
audio_4830.wav,[Erro] Não foi possível transcrever o áudio
audio_4831.wav,Será que vocês conseguem entender a linguagem
audio_4832.wav,o alemão o pessoal fugiu também você tinha
audio_4833.wav,eu nunca mais cara agora
audio_4834.wav,uma frase ali que
audio_4835.wav,problemas pego meu celular abrir Sergio Machado
audio_4836.wav,Eu coordeno a campanha do Lula aqui no Estado de São Paulo
audio_4837.wav,aliás eu nem sei
audio_4838.wav,dia 11 de abril de 64
audio_4839.wav,tempo em 99 depois eu disse que queria ser visto da Aécio
audio_484.wav,tem direito a gastar até r$ 4
audio_4840.wav,e outra o empregador faz como esse trabalhar eu não tô falando nem você eu vou
audio_4841.wav,desligado agora
audio_4842.wav,programa de
audio_4843.wav,não porque você não sai com o papel né você deixa o papel na urna nesse caso você
audio_4845.wav,[Erro] Não foi possível transcrever o áudio
audio_4846.wav,dos seus
audio_4847.wav,a única
audio_4848.wav,compra mais pro bom funcionamento eu peço que o movimento social
audio_4849.wav,quais nós podemos conversar com homens e mulheres para fazer esse
audio_485.wav,infeliz ela tava linda
audio_4850.wav,para saber se eu queria apartamento para saber sabe que
audio_4851.wav,os filhos não faz nada
audio_4852.wav,lá já
audio_4854.wav,Janeiro fica
audio_4855.wav,copeira do PT e você pode perguntar para qualquer dirigente do partido
audio_4856.wav,Mário se a primeira candidata do PCdoB desde a redemocratização
audio_4857.wav,a indústria da multa questão de estradas roubo de carga
audio_4858.wav,lista né
audio_4859.wav,a partir de 2000 que eles
audio_486.wav,livre identidade da sociedade civil
audio_4860.wav,essa
audio_4861.wav,que que é quem que é esse garoto que tá prestando que prestou o que tá
audio_4862.wav,eleitorado que também entendeu a necessidade
audio_4864.wav,Claro outra metade concordaram
audio_4865.wav,[Erro] Não foi possível transcrever o áudio
audio_4866.wav,algo extremamente mais legítimo do que isso quer estar
audio_4867.wav,para Cristina é triste né
audio_4868.wav,profissional ele não é um indivíduo que tenha tido uma carreira
audio_4869.wav,aí ele falou posso te pedir uma coisa da próxima
audio_4870.wav,Ana Amélia
audio_4871.wav,noticidade muito bem na vida militar
audio_4872.wav,porque veja
audio_4873.wav,E aí eu me agarrei no no mastro que
audio_4874.wav,por causa das condições de pressão interna dentro da fora
audio_4875.wav,você acompanhou o campeonato italiano sim bastante
audio_4876.wav,medicar minha vida a construção
audio_4877.wav,nessa parada assim é meio humilde
audio_4878.wav,mundo aqui mas quem vai fazer o Red Strike é
audio_4879.wav,República
audio_488.wav,fazemos Como eu disse algumas vezes ao longo do
audio_4880.wav,colégio eleitoral que era me responda o que era a
audio_4881.wav,que passa a ter poder demais para poder
audio_4882.wav,tocante refugiado a nova ou essa lei de imigração Nossa aqui
audio_4883.wav,muitas vezes na porta de fábrica eu prometi aos Trabalhadores
audio_4884.wav,aumento de arrecadação para fazer
audio_4885.wav,imagem de um astro de preparo que faça com que
audio_4886.wav,e a Célia Chacrinha bar estivessem eleitas deputadas federais duas mulheres
audio_4887.wav,[Erro] Não foi possível transcrever o áudio
audio_4888.wav,há uma outra coisa amigo que é o seguinte Quais são os pontos
audio_489.wav,[Erro] Não foi possível transcrever o áudio
audio_4890.wav,do que bolsonarista não responder pesquisa embora isso
audio_4891.wav,como é que eu faço
audio_4892.wav,segundo turno
audio_4893.wav,[Erro] Não foi possível transcrever o áudio
audio_4894.wav,dizem respeito a o amor à Pátria a bandeira
audio_4895.wav,Dr Antônio Emílio de Moraes foi entrevistado em
audio_4896.wav,falando comigo
audio_4897.wav,[Erro] Não foi possível transcrever o áudio
audio_4898.wav,o senhor vai
audio_4899.wav,João bola mais leve que usava não sei quantas arrobas como que é uma medida que se usa para
audio_49.wav,quer que o PT oferece o Plano Cruzado é um congelamento muito bem fiscal
audio_490.wav,tem uma deputada transexual Eu já falei
audio_4900.wav,Parlamento
audio_4901.wav,nessa nova constituinte
audio_4902.wav,para classe trabalhadora
audio_4903.wav,mente quanto em votos foi quase idê
audio_4904.wav,Bruno formiga e Alexandre Prestes É verdade
audio_4905.wav,há uma reação natural dos Senhores porque os mil
audio_4908.wav,desculpe mas que evidência o senhor tem que o poder
audio_4909.wav,um pouquinho sem voz no Roda Viva hoje
audio_491.wav,devem participar do lucro das empresas
audio_4910.wav,Fábio tu não tinha medo de não se eleger deputado federal juiz federal tu
audio_4911.wav,amanhã
audio_4912.wav,[Erro] Não foi possível transcrever o áudio
audio_4913.wav,o melhor
audio_4914.wav,do Judiciário do Tribunal de Contas da União
audio_4915.wav,a gente vai ter muito trabalho de politizar essas pessoas Lula quem quem conhece
audio_4916.wav,fazer uma separação entre
audio_4917.wav,campanha do bolsonaro de dizer que o Lula tem
audio_4918.wav,mostrar espectadores e telespectadoras porque isso tem relação com a resposta
audio_4919.wav,se constrói e ela se constrói
audio_492.wav,foi o mentor intelectual do assassinato
audio_4920.wav,qualificaria hoje
audio_4921.wav,intervalo agora e voltamos no instantinho com o candidato à
